pos,text
0,kullanılan malzeme . kötü biraz
0,arkadaşlar rezalet
0,çok kötü bir ceket asla giymem
0,gelen ürünün görselle hiç bir alakası yok . oversize değil gayet dar bir ceket geldi ve rengi kokusu da farklıydı
0,çok kötü aşırı vasat
0,"göründüğü gibi değil kesinlikle daha açık rengi ucuz duruyor iade ettim , tam bedeninizi alın"
0,rengi göründüğünden çok farklı çok açık bir mavi hayal kırıklığı resmen ve aşırı ince
0,ürün resimdeki ile aynı değil bambaşka bir şey geldi kalın kot da değil ince bir kumaşı var
0,kol düğmelerinden bir yok ürün defolu rezilsiniz kontrol etmeden yollamak da saygısızlık bu kadar uygun fiyata daha iyi bir ceket beklemek hayal kırıklığı 👎🏻sakin resmine aldanıp da almayın
0,görüp görebileceğiniz en iğrenç kot ceket alırsanız pişman olursunuz iadeyle uğraşmayın boşa
0,kumaşını beğenmedim iade ettim
0,kumaşı göründüğü kadar kaliteli değil ve tonu tutuyor .
0,renk çok farklı kumaş gömlek gibi
0,kumaşı adi duruyor
0,"vasat , almanızı tavsiye etmem . kumaşı da kokusu da asla kot gibi değil . iade ettim ."
0,çamaşır suyu kokuyordu ve lekeliydi ürün burada göründüğü gibi de şık değil rengi soluk kalitesiz kot kumaşı dikişleri turuncu
0,hiç güzel değil kesinlikle almayın 🥲
0,bir yıldız bile fazla
0,asla fotoğraftaki gibi bir kot değil indirimdeyken almıştım . kalitesiz duruyor vaktim olmadığı için iade edemedim .
0,kumaşı duruşu çok kötü
0,rezalet gerçekten . güzel yorum yapanlara aldandım ama belli ki kumaş kalitesinden anlamıyorlar . görselde kalın kot kumaş gibi duruyor gerçekte gelen incecik bir şey hemen iade ediyorum
0,berbat bir şey geldi arkadaşlar görüntüsüyle gelen ceket hiç aynı değil yazık insanlar ne kadar para veriyor
0,beklediğim gibi gelmedi buradaki rengi daha güzel elimize gelen rengi berbat
0,2 ay oldu hala göndermediler ürünümü berbat bir satıcı sonunda iptal ettim .
0,çok sert üstte hiç de istediğim gibi salaş durmadı almak isteyenler dikkat etsin kazık gibi
0,aşırı açık rengi geldi hiç beğenmedim iade edeceğim
0,ürün hem çok geç teslim edildi hem de renginin fotoğraftakiyle alakası yok çok açık bir mavi renginde geldi iade edeceğim .
0,kumaşı daha ince ve rengi daha açık . duruşu da kötü
0,"arkadaşlar çok kötü , almayın rengi aşırı açık resimde göründüğü gibi değil ve aşırı pis bir koku var çok kötü almayın"
0,siparişim 1 ay sonra geldi ve bu asla kot ceket değil . rengi fotoğraftakinden çok daha açık . iade edeceğim . tavsiye etmiyorum
0,"rengi asla gözüktüğü gibi değil , bambaşka bir renk geliyor modeli güzel inkar etmeyeceğim onun dışında güzel olan bir şeyi yok kalitesiz gözüküyor resimdeki gibi gelmiyor ."
0,aşırı kötü rengi kumaşı . resmen kot gömlek . para vermeyin yazık .
0,çok kötü geldi asla resimdeki gibi değil çok kalitesiz boyu aşırı kısa 1.70 olmama rağmen belimden yukarıda kaldı
0,rengi göründüğü gibi gelmedi
0,rengi o kadar alakasız ki ayrıca kot ceket gibi değil çok ince bir kumaş iade edeceğim sanırım
0,renkle alakası yok buz mavi geldi yanıltıcı
0,göründüğünden çok farklı renk geliyor geri iade sevmedim
0,çok üzüldüm onu görünce . hiç göründüğü gibi değil . hem şekil farklı hem ton rengi daha açık bir mavi .
0,sipariş ettikten 16 gün sonra elime ulaştı ve sonuç büyük hüsran . görseldeki ile hiçbir alakası olmayan çok kötü bir ceket geldi . çok üzüldüm . mecbur iade ettim
0,ürünün rengi çok farklı geldi ve kumaşı da güzel değil bu fiyata değmez
0,rezalet ne rengi aynı ne de duruşu bu fiyata almayın aldırmayın
0,ürün kaliteli güzel fakat 8 gün sonra kargoya vermeleri dışında herhangi bir problem yok
0,aşırı kötü geldi resimdeki ile alakası yok kot ceket demeye bin şahit gerekiyor bildiğiniz kot gömlek gibi bir kumaşı var asla fotoğraftaki gibi tok duruyor tavsiye etmiyorum gidin o parayla iki çift çorap alın daha iyi
0,ürünün bana istediğim rengi gelmedi farklı bir renk geldi iade etmek zorunda kaldım
0,"iki tane ürün aldım ikisi de farklı kumaşta geldi biri kaliteli rengi mükemmel , diğerinin kumaşı aşırı kötü ve kokuyordu ve renk olarak koyu mavi geldi geri iade ettim . bu arada ikisinin de paketleri açıktı"
0,"ürün görseldeki gibi gelmedi , görselde kot taşlanmış dururken bana gelen ürün taslanmamıştı . eskiden alınan kötü kalitedeki kotların kumaşı gibiydi iade ettim ."
0,ceketin rengi çok farklı geri iade yapacağım ne istyiyorzu ne geliyor olur mu böyle hiç beğenmedim ya
0,kumaşı çok inceydi
0,gelen renk ve kumaş gözüktüğünden çok farklı almayın
0,asla ve asla göründüğü gibi değil . rengi çok daha koyu . tavsiye etmiyorum . iade edeceğim .
0,rengi açık geldi tek düğmesi topuktu kolları çok çirkin duruyor düğme deliklerine düğmeler geçmiyor başat bir ürün iade ettim
0,"göründüğü gibi bir ürün asla gelmedi . çok açık bir renk , kot gömlek kalınlığında , bambaşka bir marka , aşırı kalitesiz . yazık yani o kadar beklediğimiz süreye . gelmesi , iade edilmesi . gerçekten insanları kandırmış olursunuz ayıp yani ."
0,rengi tamamen farklı geldi iade ettim
0,asla resimdekiyle alakası yok 1 haftadır heyecanla bekledim rengi apaçık alakasız ve pazar malı gibi asla tavsiye etmiyorum
0,"ürünün fotoğraftakiyle alakası yok . ipleri çıkmış , rengi ve kokusu çok farklı ürün geldi . iade ettim ."
0,mavi sipariş ettim lacivert geldi yasaklardan dolayı iade de edemeyeceğim için mecbur kullanacağım .
0,göründüğü gibi gelmedi yorumlarda rengi bir tık açık demişler ama ben de tam tersi köyü geldi hiç beğenmedim duruşu da kötü iade edeceğim
0,rengi göründüğünden farklı nedense hiç sevmedim yeğenim aldı onda çok beğendim linkini attı sipariş vermeme rağmen önünkinin renginde gelmedi maalesef iade
0,kesinlikle göründüğü renk değil koyu bir kot rengi geldi bana ve iade ettim modeli de görseldekine benzemiyordu
0,çok kötü
0,rengi fotoğraftakinden çok daha açık geldi çok beğenemedim maalesef
0,resimdekinden çok alakasız renk geldi . hayal kırıklığı kalitesiz duruyordu iade ettim .
0,fotoğraf ve gelen ürünün rengi asla aynı değil gözüktüğü gibi de asla gelmiyor iade ettim
0,"ürün istediğim gibi gelmedi , rengi çok açık geldi kaliteli değil iade edeceğim"
0,gelen ceket bambaşka bir şey ayrıca kargo da geç geldi hiç tavsiye etmiyorum iade edeceğim .
0,pek kaliteli bulmadım çabuk eskiyen bir kumaşı var ilk yıkamada soldu ürünün basitleşti memnun kalamadım maalesef
0,ürün defolu geldi . sökükleri var ve bir tane düğmesi eksik . iade ettim . çok büyük dikkatsizlik .
0,sıfır hem kargo geç hem rengi çok koyu resimdekine hiç benzemiyor bu kadarda olmaz ya
0,fotoğraftaki renkle gelen renk arasındaki farkı anlatamam gerçekten görmeniz gerek . iade ediyorum .
0,"ürün görselde sert kot gibi duruyor fakat bana gelen yumuşak bir kot , ceket hissi vermedi bana , beğenmedim ."
0,"buradaki görüntü ile alakası dahi yok . kalıbı da göründüğü gibi değil , hele kokusu çok kötüydü bu yüzden iade ."
0,hiç beğenmedim kumaşı ince ve yumuşak ceket kumaşı gibi değil rengi beklediğimden açık geldi kısaca kalitesiz duruyor
0,resimdeki renk değil daha koyu kumaşı ve gelen ince yumuşak bir kumaş düğme yerinden zedesi var yakasında da ayrıca çok kötü kokuyordu indirimden aldım fiyatı uygun olmasa iade ederdim
0,berbat almayın bunu
0,"yorumları okurken gerçekten bu kadar kötü olabilir mi diyordum , rezalet . iade 🥺"
0,asla beklediğim gibi değil dikişleri falan çok kötü duruyor
0,hiç göründüğü gibi değil rengi çok koyu ve çok kötü bir koku var üzerinde 😔
0,"görseldeki ile alakası yok , kot ceket gibi değil kot gömlek gibi . rengi de resimde görüldüğünden çok fazla açık . bence ürünün kendi resmini buraya koymalısınız ürünü ayrı olarak beğenmeseydim iade edecektim ama yapılanı yanlış buluyorum ."
0,çok çok kötü
0,beklediğim gibi kaliteli durmadığı için iade ettim .
0,gerçekten rengi çok açık hiç fotoda göründüğü gibi değil apayrı bir çekwt göndermişler ayrıca yeri de çok ince iade edeceğim hiç beğenmedim
0,gelen ürün iğrenç
0,çok kötü ürün sakın almayın
0,üzgünüm ama fotoğraftakiyle alakası bile yok . çok ince ve kısa . başbaşa farklı bir ceket gönderdiler yani .
0,görseldekiyle alakası yok resmen gömlek gibi ve kalıbı çok dar normalde s giyiyorum m aldım ona rağmen küçük geldi iade …
0,rengi tamamen farklı hiç beğenmedim
0,farklı renk geldi almayın
0,ürünü o kadar sevmişler ama çok geç geldi ve aynı ürün gelmedi . hiç beğenmedim .
0,asla göründüğü gibi değil rengi daha açık ve kot ceket kumaşı kadar sert bir kumaşı yok iade
0,bence bir renk seçeneği getirin acil rastgele yolluyorsunuz renkleri saygısızlık resmen görseldeki neyse odur yani insanları kandırmanın bir manası yok
0,"çok kötü kalite . tavsiye etmeyin , almayın ."
0,idare eder
0,sakın almayın ! ! ! fiyatı uygun diyip aldım boya vere vere bir hal oldu bir bitmedi üstünüz başınız mavi boya olur sakın almayın
0,ürün resimdeki ile aynı değildi çok daha kalitesiz bir ceket geldi
0,kalitesi çok kötü .
0,hiç beğenmedim asla göründüğü gibi değil
0,göründüğünden çok farklı açık rengi göründüğünden çok farklı köyü
0,gerçekten çok kötü duruşu mankenin üstündeki gibi hiç değil 👎
0,üründen hiç memnun kalmadım
0,rezalet ve berbat
0,ürünün kalitesi çok kötü hiç de güzel durmuyor .
0,görselle tek benzerliği kolu olması . rengini yapısını hiç beğenmedim . iade edeceğim .
0,resimdekinin aynısı değil . kalitesi düşük bir kot bu . hiç beğenmedim .
0,asla görseldeki gibi gelmedi hiç memnun kalmadım
0,gömlek gibi maalesef parasına değmiyor
0,rengi çok daha açık mavi ve ınstagram butiklerinden alınmış gibi dandik bir kumaşı var beğenmedim
0,ürünün rengi görseldekinden çok farklı . kumaşı göründüğünden daha ince ve çok açık mavi . iade ettim .
0,hiç beğenmedim rengi ve kumaşı çok farklı asla fotoğraftaki gibi değil 🥺
0,görseldeki ürünle yollanan ürün arasında dağlar kadar fark var anımsatmıyor bile öyle söyleyeyim bugün geldi paketi açar açmaz iade talebinde bulundum özellikle rengi hiç benzemiyor ama modeli güzel resimde göründüğü gibi ve paketi açar açmaz çok yoğun rahatsız edici bir koku hissettim
0,resimdekiyle alakası yok ve kalitesi hiç iyi değil memnun kalmadım iade talebini oluşturuyorum .
0,yanlış ürün gönderildi iade
0,kesinlikle rengi aynı gelmiyor kumaş kalitesi hiç hoşuma gitmedi
0,renk farkı var
0,fotoğraftakiyle alakasız bir renk geldi . iade
0,beklediğim kalitede gelmedi . incecik bir ceket geldi resmen . görseldeki gibi değil .
0,hiç göründüğü gibi değil çok kalitesiz duruyor rengiyle alakası yok zaten geri iade edeceğim
0,küçük geldi ve basit beğenilmedim iade ettim
0,gelen ceketin rengi fotoğraftaki ile aynı değil ve çok kötü kokuyor iade
0,ürün göründüğü gibi değil koyu rengi geldi kesinlikle almayın
0,1 yıldız bile çok insanları kandırmışsın resmen ben bu kadar kalitesiz kötü bir ceket görmedim zaten 10 günde geldi resmen hayal kırıklığı sakın almayın rengi de başka oldu hiç utanmanız yok mu iade ediyorum ayrıca şikayet de edeceğim
0,arkadaşlar berbat bir şey kargo 2 hafta da getirdi hadi onu geçtim aşırı kötü verilen paraya asla değmez iade edeceğim
0,ürün kullanılmış gibi eski geldi etiketi bile yıpranılmıştı resimden farklıydı ve feci çamaşır suyu kokuyordu kumaşı da kötüydü yıpranmış gibiydi tam bir hayal kırıklığı oldu benim için iade edeceğim hemen
0,"görselle alakası yok , kumaşı çok hafif ve esnek fotoğraftaki gibi açık ton ve sert kumaş bekliyordum çok basit durdu hiç kot ceket gibi değil"
0,"ayın 12'sinde sipariş verdim . 22'sinde hazırlanmaya başladı . 26'sında elime ulaştı . fotoğraftakinden çok daha koyu renk , hatta lacivert bir ürün geldi . iade ettim o yüzden . hem geç gönderildi hem yanlış ürün . ne biçim iş yapıyorsunuz"
0,aynı renk gelmedi maalesef
0,ürün beklediğim gibi gelmedi çok daha koyu bir renk yolladılar sevemedim
0,"çok uzun zamandır almakla almamak arasında kaldığım ürün , kesinlikle almayın . hiç alakası yok gelen ceketin . ne rengi ne kokusu ne stili . tam bir hayal kırıklığı ."
0,defolu geldi iade edecektim ama zaten elime zor ulaştı uğraşmak istemedim
0,gerçekten trendyola açıyorum 2 hafta sonra ürünü gönderdiler ve gönderilen ürün aldığım ürün değil 1 yıldızı bile haketmiyorsunuz bide kendi mağazası olacak .
0,ürün resimde göründüğü asla değildi ayrıca bana çok kalitesiz geldi iade ediyorum .
0,rengi aynı değil kesinlikle yıkanılınca da saçma oldu kumaşı almayın
0,üzgünüm ama çok kısa ve alakasız görsel
0,ürünün resimdekiyle alakası yok . ne rengi ne duruşu asla resimdeki gibi değil . zaten kargo çok geç geldi iade etmeyi düşünüyorum . size tavsiyem almamanız .
0,yani güzel bir ürün ben s aldım iğrenç yani mesela yani defolu iğrenç asla tavsiye etmem renginde kötü zaten çöpe attım iğrenç sakın almayın düğmeleri zor ilikleniyor 😡
0,akıl lekeli geldi ve aşırı kötü bir koku . . hiç beğenmedim ama iade etmeyle uğraşmam
0,manken üstünde göründüğü gibi değil beğenmedim
0,berbat . . rengi ile gelen arasında ufacık bir benzerlik bile yok . ben direk iade ettim . kolları dikişleri bir farklı açıkçası tavsiye etmiyorum .
0,alt düğmesi kopuk geldi teşekkürler
0,asla resimde göründüğü gibi değil kalitesiz duruyor geri iade
0,ürün göründüğü gibi değil . rengi çok açık .
0,ürün hiç göründüğü gibi değil
0,les göründüğünde alakası yok
0,çok kötü hiç resimdeki gibi değil berbat bir ürün
0,teslim edildi yazmasına rağmen ürün elime bile ulaşmadı bu nasıl bir sorumsuzluk .
0,rengi çok farklı geldi açık renk kot . fotoğraftaki gibi renk tonu farkları yok . tek renk .
0,hiç beğenmedim kesinlikle almayın . fotoğrafta göründüğü gibi değil … böyle yaparak insanları kandırmayın derim .
0,kalitesini hiç beğenmedim üstte ucuz duruyor ve üzülerek iade ettim tahmin ettiğimden kötü çıktı 👎🏼👎🏼
0,rengi hiç göründüğü bir renk değil almanızı tavsiye etmem
0,bu kadar kalitesiz bir ürün görmedim . paketi açar açmaz iğrenç bir koku geliyor . model de tamamen farklı aynı değil görseldekiyle .
0,fotoğraftakinden çok farklı bir şey geldi
0,ürünün fotoğrafla zerre alakası yok . çok kötü almayın .
0,asla göründüğü gibi değil . dapdar geldi
0,ürün fotoğrafta durduğundan çok daha farklı . rengi lacivert geldi ve l beden sipariş ettiğim halde dardı . tavsiye etmiyorum . iade ettim .
0,hiç göründüğü gibi değil
0,kuzenimde görüp beğenip sipariş ettim aynı ürün gelmedi . kumaş farkı var ince ve kot kumaşı gibi değil sadece kot desenli bir kumaş gibi . iade edeceğim yorumlara baktım çok fazla kişiye farklı ürünler gitmiş . almayın derim şans işi biraz
0,ürün kötü düğmeleri açmak çok zor görselin güzelliğine aldanmayın gerçekten güzel değil
0,ürün farklı bir kumaşta resimdeki gibi gerçek kot değil
0,hiç beklediğim gibi gelmedi iade ediyorum .
0,kargo çok geç geldi ekstradan ürünün defoları vardı indirimdeyken aldığım için iade etmedim idare eder
0,"iade etmek durumunda kaldım çünkü taslaması yoktu görseldeki gibi , rengi de bambaşka . kumaşı da inceydi . sadece kesimi güzeldi ."
0,kesinlikle almayın yorumlara bakmadan almıştım pişman oldum iade edeceğim iğrenç bir kokusu var ve kesinlikle aynı model değil bam başka bir ürün geldi rengi acayip koyuydu
0,1 yıldızı bile haketmeyecek bir ürün açmayla kokudan zehirlenecektim az daha renk tok duruşluk alakası yok paçavra geldi resmen iade kesinlikle resmen aldanıp almayın
0,ürün çok iyi ama çamaşır suyu kokuyordu resmen
0,"ürünün fotoğraftaki ile alakası yok açıkçası , benim için hayal kırıklığı oldu . fotoğrafta güzel bir açık kot rengi iken gerçekte daha kalitesiz bir görüntüsü var . koyu rengini de almıştım , koyu rengi çok daha iyi bir görüntüye sahip . ayrıca o kadar geç gönderdiler ki neredeyse ürünü aldığımı unutmuştum . bu yüzden iade ediyorum ."
0,resimde gözükenle gelen hiç bir şekilde aynı değil hiç beğenmedim
0,gelen ürünün alakası yok
0,asla aynı renkte değil resmen buz mavisi geliyor ürün
0,fotoğraftaki renkle alakası yok daha koyu geldi ve üzerinde lekesi vardı ayrıca ipleri sökülmüş ve çakmakla yakılmış .
0,yanlış ürün geldi
0,aşırı defolu bir ürün geldi allah razı olsun bu kadar özensiz olabilir bir ürün
0,asla almayın rengi fotoğraftaki gibi gelmiyor kalitesi de kötü 194 lira verilmez
0,gelen ürünle resmin alakası yok hayal kırıklığı iade
0,hiç alakası olmayan bir ürün gönderdiler .
0,20 günde geldi çok şükür
0,"renginin görselde ki ile alakası yoktu çok kötü bir renk , iade ettim ."
0,çok ince ve rengi farklı geldi indirimden almama rağmen parasını haketmiyor
0,fotoğraftakiyle alakası sıfır dalga geçiyorsunuz bence
0,görseldeki renkle hiç alakası yok
0,ürünün fotoğrafla alakası yok çok basit aşırı aşırı açık bir renk geldi kimseye de önermem
0,ürünü açık renk sipariş ettim koyu geldi çokta iyi değil
0,çok beğenerek sipariş verdim fakat gelen ürün rengi farklıydı keşke biraz daha dikkat etseniz güvenilir değilsiniz hayal kırıklığına uğradım
0,ürünün rengi görseldekinden çok daha koyu alırken şansınıza ne gelirse bence
0,resimde olan rengi sipariş ettik köyü kot rengi göndermişler . iade ile uğraşmak istemiyorum diye iade etmeyeceğim . ama işinizi biraz düzenli yapsanız iyi olur :)
0,ürünün rengi farklı geliyor ve hiç güzel değil açık maviye yakın bir kot rengin geldi . yıkadıktan sonra da kumaşı çok sert olduğu için karton gibi bir görüntüsü var . hiç beğenmedim . gerçekten bu ürüne asla bir kuruş para verip almayın ucuz diye paranıza yazık ciddiyim
0,kol düğmesini açmadan göndermişler yani defoluydu aynı mağazadan gömlekte sipariş vermiştim yakası yırtık ve ütü lekeli geldi . mağazayı ve ürünlerini önermiyorum
0,ürün mavi yazıyor ama bildiğiniz lacivert lütfen gerçek rengini koyun
0,ben böyle kötü ürün görmedim görseldekiyle alakasız farklı bir ceket geldi
0,asla fotoğraftaki gibi değil kesinlikle almayın tavsiye etmiyorum aşırı kalitesiz duruyor ayrıca kargo geç geldi tam anlamıyla vasat bir ürün değmez
0,göründüğünden farklı bir renk geldi karar sizin gelen renk de fena sayılmaz ama yanıldırdınız
0,ben daha kot tarzı bir şey bekliyordum ama bez gibi istediğim gibi gelmedi
0,ürün aynısı değildir öyle göründüğüne bkmayin ben beğenmedim
0,ürünün göründüğüyle alakası yok kumaşı çok kötü 1 puanı bile haketmiyor
0,ürün çok ince fotoğrafta göründüğü gibi değil geç gelmesi de cabası almanızı tavsiye etmiyorum .
0,rengi ayn değil
0,göründüğü gibi değil kız kardeşime aldım ama sevmedik değmez
0,kalitesi berbat sakın ama sakın almayın fotoğraftakiyle alakası yok . resmen kağıt gibi
0,ürün geldi fakat en alt düğmesi yok
0,aşırı kötü nasıl bu kadar beğenmişler anlamış değilim iki siparişimin birincisinde açık renk diğerinde koyu renk geldi kalitesi çok kötü pazardan almışım gibi
0,yorumlardan dolayı çok kararsız kaldım olmazsa iade ederim diye aldım ama galiba herkese farklı gidiyor bana bu görünenden çok farklı bir şey geldi ve hani kötü ucuz kokan kotlar oluyor ya aynen öyle kokuyor geldiği gün iade ettim .
0,berbat elime başka bir şey geldi resmen hiç memnun kalmadım
0,gerçekten büyük hayal kırıklığı ya 20 gün önce sipariş verdim daha bugün elime teslim edildi ve hem rengi fotoğraftakinden çok daha açık geldi hem de kumaşı göründüğünden daha ince kalitesini de beğenmedim şimdi bu pandemi de değişimle iadeyle uğraştıracaksınız beni
0,ya lütfen okuyun ! üç haftadır gelmesini bekliyorum . gelmeseydi keşke . rengi ve kumaşı o kadar kötü ki görünce inanamayacaksınız . yani indirimdeyken bile almaya değmez . allah aşkına almayın ya . cekete her gözüm kaydığında sinirleniyorum . bildiğiniz paçavra almayın aldırmayınnnn
0,aynı renk gelmedi yani göründüğü gibi değil çok açık renk adı duruyor çok fark var renkler arasında
0,maalesef rengi görseldeki gibi gelmedi
0,25 gün kargo bekledik gelen ürün defoluydu iadeyle uğraşmak istemedik
0,ürün çok güzel fakat elime defolu ulaştı kontrol yapılmıyor maalesef iade edeceğim
0,düğmesi yoktu kullanamıyorum . . !
0,beklediğim renk gelmedi daha koyu bir rengi geldi çok kötü duruyor mankendekine aldanıp almayın lütfen .
0,gönderilen ürün bambaşka bir renk .
0,göründüğü gibi değil . kalitesiz bir ürün .
0,"ürün berbat bir şekilde geldi , asla fotoğraftaki ile bir alakası yok . ve çok kötü kokuyor ."
0,fotoğraftaki ceketi yorumlayacak olursak çok güzel ama bana gelen kot ceket için aynı şeyi söyleyemiyorum hayal kırıklığı . .
0,düğmesi kopuk geldi kopuk olması yetmiyor gibi bide düğme gireceği yere girmiyor rezalet
0,ilk defa bir ürüne böyle bir yorum yazıyorum fotoğraftakiyle asla alakası yok rengi asla göründüğü gibi değil resimdekinden çok çok koyu bir renk göndermişler ilk defa hayal kırıklığına uğradım teşekkürler
0,kargo çok geç geldi
0,farklı renk gönderdiler iade
0,almayın ! görünen ürünle hiç bir alakası yok . kumaş olarak çok kötü . rengi alakasız . iade etseniz dahi farklı bir ürün temin edilme oranı 0😠
0,ürün göründüğü gibi kaliteli bir ürün değil bambaşka bir renk halinde geldi göründüğü renk değil .
0,neden isteğimiz rengi göndermiyoruz kötü bir ren gönderiyoruz
0,ürünün görseldekiyle alakası yok çok kötü
0,fotoğrafla alakası yok
0,fotoğrafta durduğu gibi değil çok daha kalitesiz ve açık renk duruyor bence kesinlikle almayın :) iadeye gönderdim
0,bir ürün hazırlanırken dikkat edilmesi gerekiyor kusurlu ürün nu diye bakılması gerekiyor düğmesi yoktu kargom geldiğinde .
0,çok iğrenç görseldekiyle aynı değil
0,"berbat , fotoğraftakiyle alakası yok kesinlikle önermiyorum !"
0,fotoğraftaki ile gelen ceketin kötünün renginin alakası yok . üzülerek iade ediyorum .
0,ürünün sol kısmı yamuk geldi nasıl bir hatadır bu ?
0,fotoğraftakinden farklı renkte bir ceket geldi . lacivertti . şok oldum arkadaşıma hediye almıştım . iade etmek zorunda kaldım maalesef
0,fotoğraftakiyle alakası yok
0,asla aynı ürün gelmedi rezillik ! ! ! !
0,yanlış ürün yolluyorlar
0,çok geç geldi hiç getirmeseydiniz boşuna beklemeyin bu kadar dostlar başka ceketlere bakın
0,ürün geldi ama o kadar kötü kokuyordu ki makineden sonra bile o koku geçmedi havalandırmak istedim bir gün yine geçmedi ayrıca bir düğmesi yoktu fotoğrafta göründüğü gibi değil kesinlikle
0,böyle bir şeyle karşılaştım evet bu ürünü aldım ancak birebir aynısı gelmedi modeli aynı ama kalitesi asla burada gözüktüğü gibi değil . . yani kumaş olarak bu değildi bana gelen . bir de çok şaşırmama sebep olan şey etiketi kesilmiş onun üzerine trend alaçatı yapışkanlı etiketi takılmıştı . . bir nevi kandırılmış gibi hissettim sipariş ederken bir düşünün derim
0,berbat kalitesi berbat fotoğraftakiyle alakası yok rengi de çok garip bir renk kesinlikle alınmamalı
0,ürün elime 10 günde ulaştı çok yavaşlar sanki zorla gönderiyorlar gibi parayı alırken hemen çekiyorlar gönderilirken günlerce bekletiyorlar kargodan kaynaklı değil bizzat satıcı göndermedi kargoya verildikten sonra 1 günde geldi elime satıcı çok yavaş sanki üretim yapıp gönderiyorlar baştan
0,başka bir ürün gönderdiğiniz için teşekkürler 👌🏻
0,kesinlikle almayın görselle alakası bile yok . rengi inanılmaz açık ve dikişleri kumaşı çok kalitesiz
0,ürünü beğenmedim düğmeleri çok zor açılıyor hatta düğmesi çıktı hiç beğenmedim
0,kesinlikle almayın ! ürünün rengi farklı ve bir kolunda düğme yok !
0,"modeli aynı olsa da rengi tamamen farklı , yorumlar da okumuştum ama bu kadar farklı olacağını tahmin etmemiştim . kopkoyu bir kot rengi ve kargo çok geç geldi"
0,sipariş verdiğim ürüne bakın ve 20 gün sonra bana gelen ürüne bakın . size tavsiyem asla almamanız .
0,ürün hiç mankende durduğu gibi değil kötü
0,almayın hiç aynı renk değil görseldekiyle alakası yok almayın lütfen şikayet de edin 🤬🤬
0,iade
0,sipariş verdiğim ürünle gelen ürünün alakası yok . çok açık bir mavi renkli ceket geldi . kot ceket gibi değil kumaşı yumuşak ve kalın gömlek gibi beğenmedim .
0,resimde gözükenle alakası yok rengi koyu geldi resimde salaş kot gibi duruyor gelen ürün esnek ceket bildiğin geri iade yaptım
0,kumaşı kot kumaşı gibi değil gömlek gibi kötü . .
0,çok kötü çok . başka bir kot rengi geldi
0,bir kolunda düğme eksik geldi . iade edeceğim
0,gelen ürün ince ve renkli faklı
0,ürün satın aldığımız ürünün renginde gelmedi onun yerine yine satışta bulunan başka bir renkte geldi ve doğru mu diye kontrol ederken trendyol sisteminden diğer ürünün silindiğini fark ettik bunun yanı sıra kötü ince ve kot da çok ağır bir kot kokusu var buda size kalitesi hakkında fikir verebilir
0,ben ceket sipariş etmiştim gömlek bozması bir şey geldi fotoğrafta kalın kot duruyor gelen incecikti
0,sıfır puan görselde farklı renk bana açık renk yollamışlar bu ne ya iade
0,ürünün rengi göründüğü gibi taşlanmış değil ve daha koyu . ayrıca kot ceket gibi değil gömlek kumaşı gibi biraz ince .
0,ürün göründüğü gibi değil ve renkleri hiç uyuşmuyor
0,modelin üzerindeki rengi göndermeniz gerekiyor ama farkı bir renk yolluyorsunuz hatalı ürün iade edeceğim .
0,sipariş ettiğim ceket fotoğraflarda cepli ama bana gelen cepsiz ve ürünün kumaşları da farklı gelmiştir bu siparişinden memnun kalmadım .
0,keşke gelen ürünün fotoğrafını ekleyebilsek yorumlara . rengi için alanlar kanmasınlar kot gibi de duruyor berbat
0,sakın almayın renkli buz mavisi geliyor çok pişman oldum bir daha trendyoldan hiç bir şey almayacağım bu sondu uygulamayı kaldıracağım
0,ürünün fotoğraftakiyle alakası yok . yorumlara bakmıştım bu kadar olmaz demiştim ama oluyormuş . kargoyla uğraştığınıza değmez . butikten aldığım ilk urundu bir daha almayı düşünmüyorum . kot ceket değil kot gömlek gibi bir şey geldi renginden söz etmiyorum bile .
0,resimdeki rengiyle aynı değil
0,gelen ürünün verdiğim siparişle alakası yok geri iade ettim👎
0,görseldekiyle alakası yok kalitesi de güzel değil
0,hatalı geldi iade ettim
0,inanılmaz kırışık bir şekilde elime ulaştı ince çabuk kırışan kalitesiz bir kumaş rengi pudra pembeye dönük bir bej aynı bedende lacivert rengini de sipariş verdim lacivert kalıp kumaş daha kaliteli ama 1.70 boy 54 kilo 38 beden bej de aşırı bol durdu beğenmedim iade ettim
0,garip bir kalıbı var kollar dar üst bol iade ettim
0,34 beden almama rağmen çok . uzun ve büyük geldi . kumaşı kalitesiz almayın iade ettim
0,"1.70 boyundayım 38 beden aldım , ama aşırı uzun ve bol , bu yüzden iade ediyorum , kumaşı da kalitesiz ip ince , içinde kayboldum resmen ,"
0,berbat normalda 34.36 giyiyor 36 aldım salaş olsun diye 38 bedenmiş gibi durdu kumaşı falanda çok kötü kalitesiz yurt dışında olduğum için iade edemiyorum maalesef
0,ceket boyu olanlarda güzel duracaktır boyum 163 ve çok uzun oldu o yüzden iade
0,hayal kırıklığı çünkü boyu çok uzun cekete göre elbise ve ceket arası olmuş
0,ürün tam bir fiyasko ince olması güzel ama yakan bir kumaşı vardı iade ettim o yüzden . üstümde istediğim gibi durmamıştı .
0,176 cm 59 kg olmama rağmen s bedeni çuval gibi oldu . over size havasını vermedi . iade
